Id,Title,Type,Geography,Geography ISO,Frameworks,Responses,Instruments,Document Types,Natural Hazards,Keywords,Sectors,Events,Documents,Parent Legislation,Description
1470,Law 47-09 on energy efficiency,legislative,Morocco,MAR,"",Mitigation,"Processes, plans and strategies|Governance",Law,"",Institutions / Administrative Arrangements;Energy Supply;Energy Demand,Energy;Urban,25/12/2009|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa3NKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4bd16cadbd78b3931394c73d452b4ed48dfe3bc6/f|,,"This law sets the criteria of 'minimum energy performance\ for appliances and electrical equipment powered by natural gas, liquid or gaseous petroleum products, coal and renewable energies. It makes mandatory energy audits for companies and institutions in the production, transmission and distribution of energy, as well as the performance of an energy impact study for new construction and urban projects. It also defines the role of energy services and facilities, and establishes technical control."
1471,Laws No. 16-09 and 39-16 on the Agency for Development of Renewable Energy and Energy Efficiency (ADEREE),legislative,Morocco,MAR,"",Mitigation,"Institutional mandates|Governance;Processes, plans and strategies|Governance;MRV|Governance",Law,"",Institutions / Administrative Arrangements;Energy Supply;Energy Demand,Buildings;Energy,25/12/2010|Law passed;06/10/2016|Last amendment,law 16-09 (full text)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa3dKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--020d6df120b656310e869728ceaaac37a08d4b14/f|;law 39-16 (full text)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBazBKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--686c3eb7f4b56c0f871089e53243f0f029919bdb/f|,,"Establishes The Moroccan Agency for Development of Renewable Energy and Energy Efficiency (ADEREE), as a public agency. The ADEREE aims to contribute to the implementation of the national policy on renewable energy and energy efficiency. It proposes national, regional and sectoral plans for the development of renewable energy and energy efficiency. The ADEREE is also competent to design and implement development programmes in the areas of renewable energy and energy efficiency.

The law No. 39-16 amends Law No. 16-09 on the National Agency for the Development of Renewable Energies and Energy Efficiency. It modifies the Agency's name to ""Moroccan Agency for Energy Efficiency"" and sets new objectives, in particular: the agency must make a proposal for a national plan, and sectoral and regional plans for the development of energy efficiency; the promotion of energy production from renewable sources, its commercialisation and export by public or private entities; subjecting renewable energy production facilities to an authorization or declaration regime and; to monitor and adapt technologies in the field of energy efficiency, in particular through the implementation of pilot projects of illustrative, demonstration or incentive character."
1472,"Law 57-09, creating the Moroccan Agency for Solar Energy (MASEN)",legislative,Morocco,MAR,"",Mitigation,"Institutional mandates|Governance;Processes, plans and strategies|Governance",Law,"",Institutions / Administrative Arrangements;Energy Supply;Energy Demand,Energy,25/12/2013|Law passed||,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa29KIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f7cdf59938604a717e10fc3caa3ea7b7ef148a66/f|,,"Established the Moroccan Agency for Solar Energy, now the Moroccan Agency for Sustainable Energy (MASEN) as a Public Private Partnership. MASEN was established to ensure the implementation of the Moroccan solar programme. The MASEN aims to achieve the development of integrated production of electricity from solar energy, with a minimum total capacity of 2,000 MW. MASEN ensures the management of the projects and is liable for the decisions taken within the projects."
2023,"Law 13-09 on renewable energy, regulated by Decree 2-10-578 and amended by law 58-15",legislative,Morocco,MAR,"",Mitigation,"Processes, plans and strategies|Governance",Law,"",Institutions / Administrative Arrangements;Research And Development;Energy Supply;Energy Demand;Renewables,Energy;LULUCF;Waste,11/02/2010|Law passed||;21/04/2011|Regulation issued||;01/12/2015|Amended||,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaE1JIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ba0c0e366a69fdda323a979163b17d7c5abf67d2/f|;Link to law 58-15|https://autetouan.ma/web/uploads/dossier/5abcc46b5df93.pdf|fr,,"This law provides a legal framework for the development of renewable energy projects in Morocco. These are defined as all sources of energy that are naturally renewable, particularly solar energy, wind energy, geothermal energy, wave and tidal energy, as well as energy generated through biomass, waste and biogas (but excluding hydraulic energy with installed power above 30MW). The law prioritises the development of renewable sources in order to promote energy security, access to energy, sustainable development, reduction of GHG emissions, reduction of deforestation, and integration/harmonisation of Morocco's renewable energy production with other Euro-Mediterranean markets.<br><br>&nbsp;Originally passed in 2010, the latest version from December 2015, introduces a net metering scheme for solar and wind power plants connected to the high-voltage grid, and in the future also those connected at the middle and low-voltage level. In particular, the law calls for regulation detailing the conditions for investors in solar-PV to benefit from opening of the low-voltage grid to renewable power installations. Private investors in renewable power in general will be able to sell their surplus output to the grid, but no more than 20 per cent of their annual production. The exact terms and conditions of the net metering scheme will be set by regulation.<br><br>&nbsp;The law further regulates the electricity sector and creates an authorisation/declaration system, depending on the capacity of the facility: a declaration is required if an electricity generating facility capacity is between 20kW and 2MW; an authorisation is required if an electricity generating facility capacity is equal to or higher than 2MW. In respect of facilities that produce thermal energy, there is only a declaration if the capacity is equal to or higher than 8MW. It also allows the supply and export of the electricity produced to the local market and/or through the national grid and interconnections with other countries."
8916,Law No. 36-15 on water,legislative,Morocco,MAR,"",Adaptation,"Processes, plans and strategies|Governance",Law,"",Adaptation;Water Management,Waste;Water,10/08/2016|Law passed,full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaHdGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e185f6384987a1825495d158e533c07b73b8ecfb/f|,,"This Act comprises 163 articles grouped into 12 chapters, including the general provisions, the use and exploitation of the public hydraulic domain, the development and use of rainwater, the valuation and use of unconventional waters, the administration of water and water planning, and water conservation, among others.

It aims to put in place planning rules and tools, including wastewater, drinking water
seawater and others to increase water potential taking into account climate change in order to to adapt to it."
8924,Law No. 48-15 on the regulation of the electricity sector and the creation of the National Electricity Regulatory Authority,legislative,Morocco,MAR,"",Mitigation,"Tax incentives|Economic;Institutional mandates|Governance;Processes, plans and strategies|Governance",Law,"",Institutions / Administrative Arrangements;Energy Supply,Energy,07/07/2016|Law passed,full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaDRGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--551606d8e2ac0112cad1585a24ccb25a8a7dab2b/f|,,"This law organises the regulation of the electricity sector and the creation of the national electricity regulatory authority. Specifically, it sets out the missions of the national transmission grid operator and the electricity distribution system operators; the resources of the National Transmission System Operator and Transmission System Operators; access to electricity networks; the settlement of disputes and tariffs.

It also regulates the National Electricity Regulatory Authority establishing it mission and functions.

The law notably seeks to boost the implementation of renewable energy capacity, and to facilitate its participation to the grid beyond intermittency."
8930,Dahir No. 1-03-59 promulgating Law No. 11-03 on the protection and enhancement of the environment,legislative,Morocco,MAR,"",Mitigation,"Processes, plans and strategies|Governance",Law,"",Institutions / Administrative Arrangements;Mitigation,"",12/05/2003|Law passed,full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaDhGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a0eb08724ba0035192e1ee6fe969bb7914a2ce36/f|,,"The purpose of this Act is to establish basic rules and general principles of national policy in the field of environmental protection and development. Among the objectives pursued is, in particular, the establishment of a specific regime of responsibility guaranteeing the repair of damage to the environment and the compensation of victims. The law comprises 80 articles, divided into 7 chapters.

Article 30 states that the climate must be protected."
1476,"Law 15/2014 Establishing the Framework for Disaster Management, Including Prevention and Mitigation",legislative,Mozambique,MOZ,Adaptation;Mitigation,Adaptation;Disaster Risk Management,"Early warning systems|Direct Investment;Capacity building|Governance;Processes, plans and strategies|Governance;Education, training and knowledge dissemination|Information",Law,"",Adaptation;Institutions / Administrative Arrangements,Transport;Water,25/12/2014|Law passed||,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFVIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--53788b8be7a9a704dbe6e3e05c1a91558e86e8c4/f|pt,,"Serves as the framework law for disaster prevention, mitigation, and management and emphasises the importance of strategic readiness and systematic preparedness to prevent the impacts of climate change, reducing vulnerability to disasters. Defines strategic readiness as including the identification of climate change impacts, as well as necessary legislation and education to mitigate these impacts.<br>&nbsp;<br>&nbsp;Directs the government to approve contingency plans founded in the science of climate forecasts and requires it to carve out areas of risk, likely to be affected by disasters.Disaster management plans should include forecasted risks of: floods, drought, cyclones, fire, epidemics, erosion, landslides, and oil spills. Provides for the establishment of an early warning system to monitor phenomena likely to cause disasters. Requires the system to use yellow, orange, and red risk levels and commensurate alerts to the public. The levels are defined, as follows:</div><ul><li>Yellow Alert: activated when a forecasted occurrence of a phenomena is liable to cause human or material damage</li><li>Orange Alert: activated when an imminent occurrence of a phenomena, liable to cause human or material damage, is forecast</li><li>Red Alert: activated when human and material damage is going to occur on a likely calamitous scale</li></ul><div>&nbsp;<br>Provides for the declaration of local and national emergencies and authorises and prescribes emergency actions of the Council of Ministers in the event of an imminent or occurring disaster. Directs the Council of Ministers to establish a Disaster Management Fund."
1487,Law No. 21/2013 on Disaster Management,legislative,Myanmar,MMR,"",Adaptation;Disaster Risk Management;Loss And Damage,"Early warning systems|Direct Investment;Capacity building|Governance;Institutional mandates|Governance;Subnational and citizen participation|Governance;International cooperation|Governance;Education, training and knowledge dissemination|Information",Law,"",Adaptation,Health;Transport,31/07/2013|Law passed||,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBajBKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--04228c4d0b2e38c98d04c8cea50934be06dbfa4b/f|,,"The Law's five objectives are to:</div><ul><li>Implement natural disaster management programmes systematically and expeditiously in order to reduce disaster risks;</li><li>Form the National Committee and Local Bodies in order to implement natural disaster management programmes systematically and expeditiously;</li><li>Co-ordinate with national and international government departments and organisations, social organisations, other non-government organisations or international organisations and regional organisations in carrying out natural disaster management activities;</li><li>Conserve and restore the environment affected by natural disasters;</li><li>Provide health, education, social and livelihood programmes in order to bring about better living conditions for victims.</li></ul><div>&nbsp;<br>&nbsp;The law enables the formation of a National Natural Disaster Management Committee (and sub-committees) and specifies 31 specific roles and duties of the committee, including the establishment of a Natural Disaster Management Centre. The law primarily focuses on the committee's functions in response to a natural disaster but also outlines the need for the Natural Disaster Management Centre to monitor and screen information to enable early warning, and for the committee to educate and motivate the public for better readiness in the face of a natural disaster. The law identifies several required preparatory measures including 'enhancement of the capacity of the public for emergence of a disaster resilient community compatible with reduction of damage and losses due to unforeseen disaster risk caused by climate change'.<br>&nbsp;<br>&nbsp;The law also states that region and state-level Natural Disaster Management Bodies are to be formed to respond to and manage natural disasters at the local level. The law allows for the President to declare an area a Natural Disaster Affected Area, specifies what emergency responses are to be enacted should a natural disaster be declared, and what rehabilitation and reconstruction activities are to be carried out. The law also specifies that a Natural Disaster Management Fund be established, as well as region or state-level funds."
1488,"Law No. 9/2012, The Environmental Conservation Law",legislative,Myanmar,MMR,"",Adaptation,"Standards, obligations and norms|Regulation;Provision of climate funds|Direct Investment;Processes, plans and strategies|Governance;MRV|Governance;International cooperation|Governance",Law,"",Adaptation;Institutions / Administrative Arrangements,Waste;Water,30/03/2012|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBandKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3aabf47de8da307bc8a466e1ab1a950b52c69218/f|,,"The Law has eight objectives, including conserving natural and cultural heritage for the benefit of current and future generations, reclaiming ecosystems starting to degenerate and disappear, and promoting international, regional and bilateral co-operation focused on environmental conservation.<br />
<br />
The law enables the formation of an Environment Conservation Committee and the establishment of an Environmental Management Fund to enable environmental conservation works. The law also identifies several duties and powers of the Ministry of Environmental Conservation and Forestry, one of which is to create guidance related to mitigation and adaptation of climate change. Others include stipulating environmental quality standards (e.g. noise, water quality, solid waste) and establishing monitoring programmes for the conservation and enhancement of the environment."
9604,The Forest Law 1992,legislative,Myanmar,MMR,"",Adaptation;Mitigation,Capacity building|Governance,Law;Act,"",Forest,LULUCF,01/01/1992|Passed||,Full text (WORD)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBck1NIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9ebff8e45958bfcb88055cb7537280c7e1e63467/1992%20Forest%20Law(1).docx|en,,"The Forest Law establishes the framework for the conservation and the management of forest land.&nbsp;<br><br>The law provides: 1) the identification of 'Reserved Forest' and of 'Protected Public Forest'; 2) the functions and responsibilities of the Forest Department; 3) the establishment of Forest Plantation; 4) the permission for Extraction of Forest Produce; 5) the disposal of drift, stranded and ownerless timber; 6) the establishment of wood-based industry; etc.&nbsp;"
9605,Electricty Law 2014,legislative,Myanmar,MMR,"",Mitigation,Capacity building|Governance;Institutional mandates|Governance;MRV|Governance,Law,"",Electricity;Energy,Energy,27/10/2014|Passed||,Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBclFNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6923a7e42ac034e7bc427c0ba9947cfca81752d4/2014%20Electricity%20Law_Myanmarese.pdf|my,,"This document establishes the framework for the electricity system in accordance with the policies of the Government. It notably defines rules around energy efficiency.<br><br>The law aims to: 1) to decrease the cost of electricity generation through planning, to meet the demand for electricity and to provide electrical services; 2) to increase the number of electricity generation projects; 3) to enable the safe and widespread use of electricity; 4) to carry out electrical work in accordance with the prescribed procedures; 5) to increase domestic and foreign investment in the power sector; 6) to determine electricity tariffs; 7) to ensure open and transparent rules and regulations for electricity efficiency; 8) the Establishment of a Commission and its duties (to determine the electricity tariffs, to provide the necessary advice, etc.)."
8843,"Disaster Risk Management Act, 2012",legislative,Namibia,NAM,"",Adaptation;Disaster Risk Management,Provision of climate funds|Direct Investment;Capacity building|Governance;Institutional mandates|Governance,Law,"",Adaptation;Institutions / Administrative Arrangements;Disaster Risk Management,"",03/09/2012|Law passed||,Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaUlGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--277433a4009e4a537518905a703e42b8aca3b026/f|,,"Namibia's Disaster Risk Management Act, 2012 establishes the country's disaster risk management institutions, including the national and sub-national Disaster Risk Management Committees, the Namibia Vulnerability Assessment Committee, and the Disaster Risk Management Directorate. It also establishes the National Disaster Management Risk Fund, which is to serve as a contingency fund and for the development and promotion of disaster risk management."
10395,Environmental Management and Climate Change Act no 34/2020,legislative,Nauru,NRU,Adaptation;Mitigation,Adaptation;Disaster Risk Management;Mitigation,Provision of climate funds|Direct Investment;Capacity building|Governance;Institutional mandates|Governance;MRV|Governance;International cooperation|Governance,Act,"","",Economy-wide;Environment;Waste,23/10/2020|Approved||,Link to full text (PDF)|http://ronlaw.gov.nr/nauru_lpms/files/acts/e4673599db6462c935fecb84cae487b0.pdf|en;Link to 2021 notices regulations (PDF)|http://ronlaw.gov.nr/nauru_lpms/files/subordinate_legislation/d2e7e07941f32cd881f1611d479df8a4.pdf|en;Link to ban on plastic bans regulations (PDF)|http://ronlaw.gov.nr/nauru_lpms/files/subordinate_legislation/aab912643572c84083c256fa0857809b.pdf|en,,"This document constitutes Nauru's framework climate law. It makes provision for the management and protection of the environment, climate change, the promotion of sustainable development, and to facilitate compliance with international and regional environment related obligations. It defines responsibilities at the government level on climate change and environmental protection.&nbsp;<br><br>The document notably establishes the Environmental Impact Assessment Committee and the Climate Change and Environment Protection Fund. The aim of the fund is to enable&nbsp; 1) the protection and conservation of the reef and foreshore; 2) the preservation and protection of flora and fauna; 3) the prevention of coastal erosion and maintenance of high-water mark; 4) food security; 5) health; 6) soil conservation; 7) critical environmental restoration activities; 8) the management of sensitive and fragile ecosystems; 9) the protection from pollution of and removal of pollution from land, water and air; and 10) other purposes consistent with the provisions of this Act and as prescribed by regulations.According to Nauru's NDC, the Fund will consist of 1) centralise any compensation, expenses or costs awarded by the judiciary in relation to any offence under this Act; 2) grants, donations or contributions from international organisations; 3) the budget allocated by the Treasury; and 4) any environment related levies or taxes imposed by any written law.<br><br></div><div>The Act further establishes a monitoring, reporting and verification system.<br><br></div><div>The Environmental Management and Climate Change (Notices) Regulations 2021 and the Environmental Management and Climate Change (Ban on Single Use Plastic Shopping Bags) Regulations 2021 were approved under the scope of this document."
9609,Disaster Management Act 2017,legislative,Nepal,NPL,"",Disaster Risk Management,Early warning systems|Direct Investment;Capacity building|Governance;Institutional mandates|Governance,Act,Flood;Fires,Disaster Risk Management,Disaster Risk Management (Drm),01/01/2017|Approved||,Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcmdNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a2b36ad3836e6daa6f73ca5552bce1f9f36703d0/2017%20Disaster%20Management%20Act%202017(1).pdf|,,"The Disaster Management Act establishes the policies to ensure an operational organisation to face disasters such as&nbsp; firefighting,flooding, deforestation and destruction of physical infrastructure.<br><br>The act provides the followinf goals: 1) to assess the potential impact of natural disasters, to identify the location of the threat, to map the level of risk and crisis; 2) to transmit or develop a system for early warning systems; 3) to have a common public role in conducting emergency search, rescue and rescue operations; 4) to conduct public awareness activities related to the development of the country, etc.&nbsp;"
9614,Forests Act 12/2019,legislative,Nepal,NPL,"",Adaptation;Mitigation,"Standards, obligations and norms|Regulation;Capacity building|Governance;Processes, plans and strategies|Governance",Act,"",Forest;carbon sink,Environment,25/12/2019|Approved||,Official translation (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcjBNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--25a2f240a09696fd2d7832b1d04c890e8157d8e9/1993%20Forest%20Act%201993_English.pdf|en;Full text of 1993 law (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcjRNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--eff933e4fe7354b8990719a5bbd493ac24fa3e22/1993%20Forest%20Act%201993.pdf|ne;Full text of 2019 law (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBak1OIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9973bb3b7c665cb72f12c4dce5de19547504dbd9/20191014_074-WO-0283_na.pdf|en,,"The Forest act of 1993 provides a framework to ensure an operational management of the forestry sector, ensure the development, the conservation and the proper use of forest products. The act also provides the policies for a cooperation in the conservation and development of private forest by managing the national forest in the form of government managed forest, protected forest, community forect, leasehold forest and religious forest.&nbsp;<br><br>However, the Shrestha v. Office of the Prime Minister et al. case led to the adoption of the Forests Act 12/2019 to enable Nepal to meet its commitments to the Paris Agreement. This document notably states in chapter 13, article 44, on the management of environmental services that the government shall take provisions with regard to climate change adaptation and storage,&nbsp; mitigation of emission, of carbon, the management, use and distribution of dividends."
9720,The Environment Protection Act 9/2019 (2076),legislative,Nepal,NPL,"",Adaptation;Mitigation;Loss And Damage,"Capacity building|Governance;Institutional mandates|Governance;Processes, plans and strategies|Governance;Subnational and citizen participation|Governance;Education, training and knowledge dissemination|Information",Act,"",Carbon Pricing,Economy-wide,25/12/2019|Approved||,Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBalFOIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b3c5d7e969a4e0db85494cc6893d75a7e0b583ce/20191018_074-WO-0283_na.pdf|en,,"This law was approved following the Shrestha v. Office of the Prime Minister et al. case mandating Nepal to take legislative action to be able to meet its commitments to the Paris Agreement.<br><br>Chapter 4 set provisions related to climate change. Article 23 mandates the relevant ministry to periodically provide information to local communities about the impacts of climate change. Article 24 charges authorities at national and local levels to adopt adaptation plans. Article 25 mandates the state to identify mitigation-prone sectors and set national targets. Following articles grant the state increased powers with regard to risk management (art. 26), adoption of technological standards (art. 27), and ability to participate in carbon trading (art. 28).<br><br>Article 31 creates the Environment Protection Fund responsible for the protection of environment, prevention and control of pollution, management of climate change and protection of the national heritages."
1508,Electricity (Renewable Preference) Amendment Act 2008,legislative,New Zealand,NZL,"",Mitigation,"Processes, plans and strategies|Governance",Law,"",Energy Supply,"",25/09/2008|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaTBKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b20de25ef92d4dd44eac1f4a3bd155dae39e6070/f|,,"The purpose of this Amendment Act is 'to reduce the impact of fossil-fuelled thermal electricity generation on climate change by creating a preference for renewable electricity generation through the implementation of a 10-year restriction on new baseload fossil-fuelled thermal electricity generation capacity, except where an exemption is appropriate (for example, to ensure security of supply).' The Act also specifies how exemptions to the provisions of the Act may be granted by the Minister of Energy (e.g. in an emergency or if the plant in question operates in a way that reduces GHG emissions by certain percentages.<br />
<br />
This Act repealed the Electricity Amendment Act 2001, which specifies that both the Minister in charge of electricity and the Electricity Governance Board (established under the Act) must, before making any recommendations as regards electricity governance regulations, have regard to ensuring consistency with the government's climate change policies and objectives."
1510,Resource Management (Energy and Climate Change) Amendment Act 2004,legislative,New Zealand,NZL,"",Adaptation,Zoning & Spatial Planning|Regulation,Law,"",Adaptation;Institutions / Administrative Arrangements;Energy Supply;Energy Demand,Energy,02/03/2004|Law passed||,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcDRHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4a88e2debf2f1b93ddbf4514b672c1c8d60dc5ce/f|,,"This Act updates the Resource Management Act 1991 and recognises the government's preference for national co-ordination of controls on GHG emissions and gives greater emphasis to climate change and energy matters in resource management, planning, and decision-making. The Act makes explicit provisions within section 7 of the Resource Management Act 1991 for all persons exercising functions and powers under the Act to have particular regard to the :&nbsp;<br>1) Effects of climate change (excluding the effects on climate change of discharges into air of greenhouse gases),<br>2) The efficiency of the end use of energy,<br>3) Benefits to be derived from the use and development of renewable energy."
1511,Gas Amendment Act 2004,legislative,New Zealand,NZL,"",Mitigation,"Processes, plans and strategies|Governance",Law,"",Energy Supply;Energy Demand,Energy,17/10/2004|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaXNKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--47a408e2a8fdfb35df12f2dfd5d814349cedc8c3/f|,,"This Act states that, in relation to gas, the Energy Commission must seek to achieve the outcome that the gas sector 'contributes to achieving the Government's climate change objectives by minimising gas losses and promoting demand-side management and energy efficiency'."
1512,Forests Amendment Act 2004,legislative,New Zealand,NZL,"",Adaptation;Mitigation,"Tax incentives|Economic;Processes, plans and strategies|Governance",Law,"",Institutions / Administrative Arrangements;Redd+ And Lulucf,LULUCF,19/05/2004|Law passed,Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaW9KIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f3cd016d057e77cc589169e8425c576d95d19713/f|,,"This Act amended the 1949 Forests Act to prohibit the felling of indigenous timber and the export of indigenous forest produce. It requires that sustainable forest management plans be developed for indigenous forest land, and that sustainable forest management permits may be granted to authorise the harvest and milling of indigenous timber that comprises less than 10% of the quantity of timber in the permitted area, and in total volume comprises no more than 250-500 cubic metres (depending on species). Principles for Commercial Plantation Forest Management in New Zealand were published in 2004 and an Environmental Code of Practice was published in 2007, both of which aim to support the sustainable management of forestry in NewZealand, including an element of controlling deforestation.<br />
<br />
A further amendment was inserted by the Climate Change Response Amendment Act 2006 and provided the framework for the Permanent Forest Sink Initiative which was a precursor to the inclusion of the forestry sector in the NZ ETS."
